PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27191203","Cryptococcus gattii VGIIb-like Variant in White-Tailed Deer, Nova Scotia, Canada","Overy DP, McBurney S, Muckle A, Lund L, Lewis PJ, Strang R.","Emerg Infect Dis. 2016 Jun;22(6):1131-3. doi: 10.3201/eid2206.160081.","Overy DP","Emerg Infect Dis","2016","2016/05/19","PMC4880078","","10.3201/eid2206.160081"
"27139219","Febrile or Exanthematous Illness Associated with Zika, Dengue, and Chikungunya Viruses, Panama","Araúz D, De Urriola L, Jones J, Castillo M, Martínez A, Murillo E, Troncoso L, Chen M, Abrego L, Armién B, Pascale JM, Sosa N, López-Verges S, Moreno B.","Emerg Infect Dis. 2016 Aug;22(8):1515-7. doi: 10.3201/eid2208.160292. Epub 2016 Aug 15.","Araúz D","Emerg Infect Dis","2016","2016/05/04","PMC4982178","","10.3201/eid2208.160292"
"27100826","Zika Virus-Related News Coverage and Online Behavior, United States, Guatemala, and Brazil","Southwell BG, Dolina S, Jimenez-Magdaleno K, Squiers LB, Kelly BJ.","Emerg Infect Dis. 2016 Jul;22(7):1320-1. doi: 10.3201/eid2207.160415. Epub 2016 Jul 15.","Southwell BG","Emerg Infect Dis","2016","2016/04/22","PMC4918164","","10.3201/eid2207.160415"
"27089308","Reactivation of Ocular Toxoplasmosis in Non-Hispanic Persons, Misiones Province, Argentina","Rudzinski M, Khoury M, Couto C, Ajzenberg D.","Emerg Infect Dis. 2016 May;22(5):912-3. doi: 10.3201/eid2205.150025.","Rudzinski M","Emerg Infect Dis","2016","2016/04/19","PMC4861503","","10.3201/eid2205.150025"
"27089253","Detection of Autochthonous Zika Virus Transmission in Sincelejo, Colombia","Camacho E, Paternina-Gomez M, Blanco PJ, Osorio JE, Aliota MT.","Emerg Infect Dis. 2016 May;22(5):927-9. doi: 10.3201/eid2205.160023.","Camacho E","Emerg Infect Dis","2016","2016/04/19","PMC4861534","","10.3201/eid2205.160023"
"27089172","Linkage to Care for Suburban Heroin Users with Hepatitis C Virus Infection, New Jersey, USA","Akyar E, Seneca KH, Akyar S, Schofield N, Schwartz MP, Nahass RG.","Emerg Infect Dis. 2016 May;22(5):907-9. doi: 10.3201/eid2205.151980.","Akyar E","Emerg Infect Dis","2016","2016/04/19","PMC4861532","","10.3201/eid2205.151980"
"27089171","Expanded Geographic Distribution and Clinical Characteristics of Ehrlichia ewingii Infections, United States","Harris RM, Couturier BA, Sample SC, Coulter KS, Casey KK, Schlaberg R.","Emerg Infect Dis. 2016 May;22(5):862-5. doi: 10.3201/eid2205.152009.","Harris RM","Emerg Infect Dis","2016","2016/04/19","PMC4861533","","10.3201/eid2205.152009"
"27088703","Plasmodium falciparum In Vitro Resistance to Monodesethylamodiaquine, Dakar, Senegal, 2014","Fall B, Madamet M, Camara C, Amalvict R, Fall M, Nakoulima A, Diatta B, Diémé Y, Wade B, Pradines B.","Emerg Infect Dis. 2016 May;22(5):841-5. doi: 10.3201/eid2205.151321.","Fall B","Emerg Infect Dis","2016","2016/04/19","PMC4861513","","10.3201/eid2205.151321"
"27088661","Community-Associated MRSA Infection in Remote Amazon Basin Area, Peru","García C, Astocondor L, Reyes J, Carvajal LP, Arias CA, Seas C.","Emerg Infect Dis. 2016 May;22(5):921-2. doi: 10.3201/eid2205.151881.","García C","Emerg Infect Dis","2016","2016/04/19","PMC4861527","","10.3201/eid2205.151881"
"27088502","Q Fever, Scrub Typhus, and Rickettsial Diseases in Children, Kenya, 2011-2012","Maina AN, Farris CM, Odhiambo A, Jiang J, Laktabai J, Armstrong J, Holland T, Richards AL, O'Meara WP.","Emerg Infect Dis. 2016 May;22(5):883-6. doi: 10.3201/eid2205.150953.","Maina AN","Emerg Infect Dis","2016","2016/04/19","PMC4861507","","10.3201/eid2205.150953"
"27088494","Projecting Month of Birth for At-Risk Infants after Zika Virus Disease Outbreaks","Reefhuis J, Gilboa SM, Johansson MA, Valencia D, Simeone RM, Hills SL, Polen K, Jamieson DJ, Petersen LR, Honein MA.","Emerg Infect Dis. 2016 May;22(5):828-32. doi: 10.3201/eid2205.160290.","Reefhuis J","Emerg Infect Dis","2016","2016/04/19","PMC4861542","","10.3201/eid2205.160290"
"27088367","Rickettsia sibirica mongolitimonae Infection, France, 2010-2014","Angelakis E, Richet H, Raoult D.","Emerg Infect Dis. 2016 May;22(5):880-2. doi: 10.3201/eid2205.141989.","Angelakis E","Emerg Infect Dis","2016","2016/04/19","PMC4861502","","10.3201/eid2205.141989"
"27088268","Acute Human Inkoo and Chatanga Virus Infections, Finland","Putkuri N, Kantele A, Levanov L, Kivistö I, Brummer-Korvenkontio M, Vaheri A, Vapalahti O.","Emerg Infect Dis. 2016 May;22(5):810-7. doi: 10.3201/eid2205.151015.","Putkuri N","Emerg Infect Dis","2016","2016/04/19","PMC4861510","","10.3201/eid2205.151015"
"27088186","Expansion of Shiga Toxin-Producing Escherichia coli by Use of Bovine Antibiotic Growth Promoters","Kim JC, Chui L, Wang Y, Shen J, Jeon B.","Emerg Infect Dis. 2016 May;22(5):802-9. doi: 10.3201/eid2205.151584.","Kim JC","Emerg Infect Dis","2016","2016/04/19","PMC4861518","","10.3201/eid2205.151584"
"27071041","Microcephaly in Infants, Pernambuco State, Brazil, 2015","Microcephaly Epidemic Research Group.","Emerg Infect Dis. 2016 Jun;22(6):1090-1093. doi: 10.3201/eid2206.160062. Epub 2016 Jun 15.","Microcephaly Epidemic Research Group","Emerg Infect Dis","2016","2016/04/13","PMC4880105","","10.3201/eid2206.160062"
"27070958","Transmission of Mycobacterium chimaera from Heater-Cooler Units during Cardiac Surgery despite an Ultraclean Air Ventilation System","Sommerstein R, Rüegg C, Kohler P, Bloemberg G, Kuster SP, Sax H.","Emerg Infect Dis. 2016 Jun;22(6):1008-13. doi: 10.3201/eid2206.160045. Epub 2016 Jun 15.","Sommerstein R","Emerg Infect Dis","2016","2016/04/13","PMC4880077","","10.3201/eid2206.160045"
"27070847","Clinical Manifestations of Zika Virus Infection, Rio de Janeiro, Brazil, 2015","Cerbino-Neto J, Mesquita EC, Souza TM, Parreira V, Wittlin BB, Durovni B, Lemos MC, Vizzoni A, Bispo de Filippis AM, Sampaio SA, Gonçalves Bde S, Bozza FA.","Emerg Infect Dis. 2016 Jul;22(7):1318-20. doi: 10.3201/eid2207.160375. Epub 2016 Jul 15.","Cerbino-Neto J","Emerg Infect Dis","2016","2016/04/13","PMC4918188","","10.3201/eid2207.160375"
"27070842","Perspectives on West Africa Ebola Virus Disease Outbreak, 2013-2016","Spengler JR, Ervin ED, Towner JS, Rollin PE, Nichol ST.","Emerg Infect Dis. 2016 Jun;22(6):956-63. doi: 10.3201/eid2206.160021. Epub 2016 Jun 15.","Spengler JR","Emerg Infect Dis","2016","2016/04/13","PMC4880067","","10.3201/eid2206.160021"
"27070501","MERS-CoV Infection of Alpaca in a Region Where MERS-CoV is Endemic","Reusken CB, Schilp C, Raj VS, De Bruin E, Kohl RH, Farag EA, Haagmans BL, Al-Romaihi H, Le Grange F, Bosch BJ, Koopmans MP.","Emerg Infect Dis. 2016 Jun;22(6):1129-31. doi: 10.3201/eid2206.152113. Epub 2016 Jun 15.","Reusken CB","Emerg Infect Dis","2016","2016/04/13","PMC4880085","","10.3201/eid2206.152113"
"27057563","Etymologia: Elizabethkingia","","Emerg Infect Dis. 2016 Jan;22(1):17. doi: 10.3201/eid2201.et2201.","","Emerg Infect Dis","2016","2016/04/09","PMC4698869","","10.3201/eid2201.et2201"
"27055290","Flatboats, Travelers, Infectious Diseases, and Other River Thoughts","Breedlove B.","Emerg Infect Dis. 2016 Jan;22(1):162-3. doi: 10.3201/eid2201.ac2201.","Breedlove B","Emerg Infect Dis","2016","2016/04/09","PMC4696723","","10.3201/eid2201.ac2201"
"26982714","Molecular Typing and Epidemiology of Human Listeriosis Cases, Denmark, 2002-2012","Jensen AK, Björkman JT, Ethelberg S, Kiil K, Kemp M, Nielsen EM.","Emerg Infect Dis. 2016 Apr;22(4):625-33. doi: 10.3201/eid2204.150998.","Jensen AK","Emerg Infect Dis","2016","2016/03/17","PMC4806936","","10.3201/eid2204.150998"
"26982628","Neisseria meningitidis Serogroup X in Sub-Saharan Africa","Agnememel A, Hong E, Giorgini D, Nuñez-Samudio V, Deghmane AE, Taha MK.","Emerg Infect Dis. 2016 Apr;22(4):698-702. doi: 10.3201/eid2204.150653.","Agnememel A","Emerg Infect Dis","2016","2016/03/17","PMC4806945","","10.3201/eid2204.150653"
"26982526","Elevated Toxoplasma gondii Infection Rates for Retinas from Eye Banks, Southern Brazil","Commodaro AG, Chiasson M, Sundar N, Rizzo LV, Belfort R Jr, Grigg ME.","Emerg Infect Dis. 2016 Apr;22(4):691-3. doi: 10.3201/eid2204.141819.","Commodaro AG","Emerg Infect Dis","2016","2016/03/17","PMC4806975","","10.3201/eid2204.141819"
"26982388","Arenavirus Diversity and Phylogeography of Mastomys natalensis Rodents, Nigeria","Olayemi A, Obadare A, Oyeyiola A, Igbokwe J, Fasogbon A, Igbahenah F, Ortsega D, Asogun D, Umeh P, Vakkai I, Abejegah C, Pahlman M, Becker-Ziaja B, Günther S, Fichet-Calvet E.","Emerg Infect Dis. 2016 Apr;22(4):694-7. doi: 10.3201/eid2204.150155.","Olayemi A","Emerg Infect Dis","2016","2016/03/17","PMC4806934","","10.3201/eid2204.150155"
"26982255","Shiga Toxin 1-Producing Shigella sonnei Infections, California, United States, 2014-2015","Lamba K, Nelson JA, Kimura AC, Poe A, Collins J, Kao AS, Cruz L, Inami G, Vaishampayan J, Garza A, Chaturvedi V, Vugia DJ.","Emerg Infect Dis. 2016 Apr;22(4):679-86. doi: 10.3201/eid2204.151825.","Lamba K","Emerg Infect Dis","2016","2016/03/17","PMC4806944","","10.3201/eid2204.151825"
"26981708","Transmission of Middle East Respiratory Syndrome Coronavirus Infections in Healthcare Settings, Abu Dhabi","Hunter JC, Nguyen D, Aden B, Al Bandar Z, Al Dhaheri W, Abu Elkheir K, Khudair A, Al Mulla M, El Saleh F, Imambaccus H, Al Kaabi N, Sheikh FA, Sasse J, Turner A, Abdel Wareth L, Weber S, Al Ameri A, Abu Amer W, Alami NN, Bunga S, Haynes LM, Hall AJ, Kallen AJ, Kuhar D, Pham H, Pringle K, Tong S, Whitaker BL, Gerber SI, Al Hosani FI.","Emerg Infect Dis. 2016 Apr;22(4):647-56. doi: 10.3201/eid2204.151615.","Hunter JC","Emerg Infect Dis","2016","2016/03/17","PMC4806977","","10.3201/eid2204.151615"
"26981642","Ritual Slaughter as Overlooked Risk Factor for Brucellosis","Fuchs I, Osyntsov L, Refaely Y, Ciobotaro P, Zimhony O.","Emerg Infect Dis. 2016 Apr;22(4):746-8. doi: 10.3201/eid2204.151192.","Fuchs I","Emerg Infect Dis","2016","2016/03/17","PMC4806964","","10.3201/eid2204.151192"
"26981628","Effectiveness of a Mobile Short-Message-Service-Based Disease Outbreak Alert System in Kenya","Toda M, Njeru I, Zurovac D, O-Tipo S, Kareko D, Mwau M, Morita K.","Emerg Infect Dis. 2016 Apr;22(4):711-5. doi: 10.3201/eid2204.151459.","Toda M","Emerg Infect Dis","2016","2016/03/17","PMC4806970","","10.3201/eid2204.151459"
"26926035","Adenovirus Type 7 Pneumonia in Children Who Died from Measles-Associated Pneumonia, Hanoi, Vietnam, 2014","Hai le T, Thach HN, Tuan TA, Nam DH, Dien TM, Sato Y, Kumasaka T, Suzuki T, Hanaoka N, Fujimoto T, Katano H, Hasegawa H, Kawachi S, Nakajima N.","Emerg Infect Dis. 2016 Apr;22(4):687-90. doi: 10.3201/eid2204.151595.","Hai le T","Emerg Infect Dis","2016","2016/03/02","PMC4806935","","10.3201/eid2204.151595"
"26891089","Preliminary Favorable Outcome for Medically and Surgically Managed Extensively Drug-Resistant Tuberculosis, France, 2009-2014","Henry B, Revest M, Dournon N, Epelboin L, Mellon G, Bellaud G, Mordant P, Le Dû D, Véziris N, Bernard C, Morel S, Jauréguiberry S, Michelet C, Bricaire F, Tattevin P, Caumes É.","Emerg Infect Dis. 2016 Mar;22(3):518-21. doi: 10.3201/eid2203.151130.","Henry B","Emerg Infect Dis","2016","2016/02/19","PMC4766883","","10.3201/eid2203.151130"
"26890406","Highly Pathogenic Avian Influenza A(H5N8) Viruses Reintroduced into South Korea by Migratory Waterfowl, 2014-2015","Kwon JH, Lee DH, Swayne DE, Noh JY, Yuk SS, Erdene-Ochir TO, Hong WT, Jeong JH, Jeong S, Gwon GB, Song CS.","Emerg Infect Dis. 2016 Mar;22(3):507-10. doi: 10.3201/eid2203.151006.","Kwon JH","Emerg Infect Dis","2016","2016/02/19","PMC4766904","","10.3201/eid2203.151006"
"26890305","Underestimation of Invasive Meningococcal Disease in Italy","Azzari C, Nieddu F, Moriondo M, Indolfi G, Canessa C, Ricci S, Bianchi L, Serranti D, Poggi GM, Resti M.","Emerg Infect Dis. 2016 Mar;22(3):469-75. doi: 10.3201/eid2203.150928.","Azzari C","Emerg Infect Dis","2016","2016/02/19","PMC4766889","","10.3201/eid2203.150928"
"26890215","Tuberculosis, Fiji, 2002-2013","Pezzoli L, Gounder S, Tamani T, Daulako MR, Underwood F, Mainawalala S, Nawadra-Taylor V, Rafai E, Gillini L.","Emerg Infect Dis. 2016 Mar;22(3):547-9. doi: 10.3201/eid2203.151903.","Pezzoli L","Emerg Infect Dis","2016","2016/02/19","PMC4766912","","10.3201/eid2203.151903"
"26890211","Treatment of Mycobacterium abscessus Infection","Novosad SA, Beekmann SE, Polgreen PM, Mackey K, Winthrop KL; M. abscessus Study Team.","Emerg Infect Dis. 2016 Mar;22(3):511-4. doi: 10.3201/eid2203.150828.","Novosad SA","Emerg Infect Dis","2016","2016/02/19","PMC4766900","","10.3201/eid2203.150828"
"26890061","Mycobacterium microti Infection in Dairy Goats, France","Michelet L, de Cruz K, Phalente Y, Karoui C, Hénault S, Beral M, Boschiroli ML.","Emerg Infect Dis. 2016 Mar;22(3):569-70. doi: 10.3201/eid2203.151870.","Michelet L","Emerg Infect Dis","2016","2016/02/19","PMC4766897","","10.3201/eid2203.151870"
"26890053","Faster Detection of Poliomyelitis Outbreaks to Support Polio Eradication","Blake IM, Chenoweth P, Okayasu H, Donnelly CA, Aylward RB, Grassly NC.","Emerg Infect Dis. 2016 Mar;22(3):449-56. doi: 10.3201/eid2203.151394.","Blake IM","Emerg Infect Dis","2016","2016/02/19","PMC4766913","","10.3201/eid2203.151394"
"26889960","Novel Reassortant Avian Influenza A(H5N1) Virus in Human, Southern Vietnam, 2014","Takayama I, Hieu NT, Shirakura M, Nakauchi M, Fujisaki S, Takahashi H, Nagata S, Long NT, Odagiri T, Tashiro M, Kageyama T.","Emerg Infect Dis. 2016 Mar;22(3):557-9. doi: 10.3201/eid2203.151360.","Takayama I","Emerg Infect Dis","2016","2016/02/19","PMC4766877","","10.3201/eid2203.151360"
"26889728","Improved Detection of Tuberculosis and Multidrug-Resistant Tuberculosis among Tibetan Refugees, India","Dierberg KL, Dorjee K, Salvo F, Cronin WA, Boddy J, Cirillo D, Sadutshang T, Chaisson RE.","Emerg Infect Dis. 2016 Mar;22(3):463-8. doi: 10.3201/eid2203.140732.","Dierberg KL","Emerg Infect Dis","2016","2016/02/19","PMC4766920","","10.3201/eid2203.140732"
"26889721","Lyme Disease in Hispanics, United States, 2000-2013","Nelson CA, Starr JA, Kugeler KJ, Mead PS.","Emerg Infect Dis. 2016 Mar;22(3):522-5. doi: 10.3201/eid2203.151273.","Nelson CA","Emerg Infect Dis","2016","2016/02/19","PMC4766902","","10.3201/eid2203.151273"
"26886905","Changes in Predominance of Pulsed-Field Gel Electrophoresis Profiles of Bordetella pertussis Isolates, United States, 2000-2012","Cassiday PK, Skoff TH, Jawahir S, Tondella ML.","Emerg Infect Dis. 2016 Mar;22(3):442-8. doi: 10.3201/eid2203.151136.","Cassiday PK","Emerg Infect Dis","2016","2016/02/18","PMC4766905","","10.3201/eid2203.151136"
"26886720","Use of Transnational Services to Prevent Treatment Interruption in Tuberculosis-Infected Persons Who Leave the United States","Tschampl CA, Garnick DW, Zuroweste E, Razavi M, Shepard DS.","Emerg Infect Dis. 2016 Mar;22(3):417-25. doi: 10.3201/eid2203.141971.","Tschampl CA","Emerg Infect Dis","2016","2016/02/18","PMC4766910","","10.3201/eid2203.141971"
"26886511","Mortality Rates during Cholera Epidemic, Haiti, 2010-2011","Luquero FJ, Rondy M, Boncy J, Munger A, Mekaoui H, Rymshaw E, Page AL, Toure B, Degail MA, Nicolas S, Grandesso F, Ginsbourger M, Polonsky J, Alberti KP, Terzian M, Olson D, Porten K, Ciglenecki I.","Emerg Infect Dis. 2016 Mar;22(3):410-6. doi: 10.3201/eid2203.141970.","Luquero FJ","Emerg Infect Dis","2016","2016/02/18","PMC4766911","","10.3201/eid2203.141970"
"26814719","Transdermal Diagnosis of Malaria Using Vapor Nanobubbles","Lukianova-Hleb E, Bezek S, Szigeti R, Khodarev A, Kelley T, Hurrell A, Berba M, Kumar N, D'Alessandro U, Lapotko D.","Emerg Infect Dis. 2016 Feb;22(2):344. doi: 10.3201/eid2202.151829.","Lukianova-Hleb E","Emerg Infect Dis","2016","2016/01/28","PMC4734538","","10.3201/eid2202.151829"
"26814608","The Merits of Malaria Diagnostics during an Ebola Virus Disease Outbreak","de Wit E, Falzarano D, Onyango C, Rosenke K, Marzi A, Ochieng M, Juma B, Fischer RJ, Prescott JB, Safronetz D, Omballa V, Owuor C, Hoenen T, Groseth A, van Doremalen N, Zemtsova G, Self J, Bushmaker T, McNally K, Rowe T, Emery SL, Feldmann F, Williamson B, Nyenswah TG, Grolla A, Strong JE, Kobinger G, Stroeher U, Rayfield M, Bolay FK, Zoon KC, Stassijns J, Tampellini L, de Smet M, Nichol ST, Fields B, Sprecher A, Feldmann H, Massaquoi M, Munster VJ.","Emerg Infect Dis. 2016 Feb;22(2):323-6. doi: 10.3201/eid2202.151656.","de Wit E","Emerg Infect Dis","2016","2016/01/28","PMC4734533","","10.3201/eid2202.151656"
"26814429","Sustained Transmission of Pertussis in Vaccinated, 1-5-Year-Old Children in a Preschool, Florida, USA","Matthias J, Pritchard PS, Martin SW, Dusek C, Cathey E, D'Alessio R, Kirsch M.","Emerg Infect Dis. 2016 Feb;22(2):242-6. doi: 10.3201/eid2202.150325.","Matthias J","Emerg Infect Dis","2016","2016/01/28","PMC4734526","","10.3201/eid2202.150325"
"26812599","Blastomyces gilchristii as Cause of Fatal Acute Respiratory Distress Syndrome","Dalcin D, Rothstein A, Spinato J, Escott N, Kus JV.","Emerg Infect Dis. 2016 Feb;22(2):306-8. doi: 10.3201/eid2202.151183.","Dalcin D","Emerg Infect Dis","2016","2016/01/27","PMC4734522","","10.3201/eid2202.151183"
"26812531","African Buffalo Movement and Zoonotic Disease Risk across Transfrontier Conservation Areas, Southern Africa","Caron A, Cornelis D, Foggin C, Hofmeyr M, de Garine-Wichatitsky M.","Emerg Infect Dis. 2016 Feb;22(2):277-80. doi: 10.3201/eid2202.140864.","Caron A","Emerg Infect Dis","2016","2016/01/27","PMC4734510","","10.3201/eid2202.140864"
"26812485","Mediterranean Fin Whales (Balaenoptera physalus) Threatened by Dolphin MorbilliVirus","Mazzariol S, Centelleghe C, Beffagna G, Povinelli M, Terracciano G, Cocumelli C, Pintore A, Denurra D, Casalone C, Pautasso A, Di Francesco CE, Di Guardo G.","Emerg Infect Dis. 2016 Feb;22(2):302-5. doi: 10.3201/eid2202.15-0882.","Mazzariol S","Emerg Infect Dis","2016","2016/01/27","PMC4734534","","10.3201/eid2202.15-0882"
"26812472","Accuracy of Dengue Reporting by National Surveillance System, Brazil","Silva MM, Rodrigues MS, Paploski IA, Kikuti M, Kasper AM, Cruz JS, Queiroz TL, Tavares AS, Santana PM, Araújo JM, Ko AI, Reis MG, Ribeiro GS.","Emerg Infect Dis. 2016 Feb;22(2):336-9. doi: 10.3201/eid2202.150495.","Silva MM","Emerg Infect Dis","2016","2016/01/27","PMC4734515","","10.3201/eid2202.150495"
"26812444","Hemorrhagic Fever with Renal Syndrome, Zibo City, China, 2006-2014","Wang L, Wang T, Cui F, Zhai SY, Zhang L, Yang SX, Wang ZQ, Yu XJ.","Emerg Infect Dis. 2016 Feb;22(2):274-6. doi: 10.3201eid/2202.151516.","Wang L","Emerg Infect Dis","2016","2016/01/27","PMC4734509","","10.3201eid/2202.151516"
"26812352","Dogs and Opossums Positive for Vaccinia Virus during Outbreak Affecting Cattle and Humans, São Paulo State, Brazil","Peres MG, Barros CB, Appolinário CM, Antunes JM, Mioni MS, Bacchiega TS, Allendorf SD, Vicente AF, Fonseca CR, Megid J.","Emerg Infect Dis. 2016 Feb;22(2):271-3. doi: 10.3201/eid2202.140747.","Peres MG","Emerg Infect Dis","2016","2016/01/27","PMC4734541","","10.3201/eid2202.140747"
"26812135","Ebola Virus RNA Stability in Human Blood and Urine in West Africa's Environmental Conditions","Janvier F, Delaune D, Poyot T, Valade E, Mérens A, Rollin PE, Foissaud V.","Emerg Infect Dis. 2016 Feb;22(2):292-4. doi: 10.3201/eid2202.151395.","Janvier F","Emerg Infect Dis","2016","2016/01/27","PMC4734543","","10.3201/eid2202.151395"
"26812047","Epidemiology of Epidemic Ebola Virus Disease in Conakry and Surrounding Prefectures, Guinea, 2014-2015","Rico A, Brody D, Coronado F, Rondy M, Fiebig L, Carcelen A, Deyde VM, Mesfin S, Retzer KD, Bilivogui P, Keita S, Dahl BA.","Emerg Infect Dis. 2016 Feb;22(2):178-83. doi: 10.3201/eid2202.151304.","Rico A","Emerg Infect Dis","2016","2016/01/27","PMC4734523","","10.3201/eid2202.151304"
"26811941","Frequency and Distribution of Rickettsiae, Borreliae, and Ehrlichiae Detected in Human-Parasitizing Ticks, Texas, USA","Mitchell EA, Williamson PC, Billingsley PM, Seals JP, Ferguson EE, Allen MS.","Emerg Infect Dis. 2016 Feb;22(2):312-5. doi: 10.3201/eid2202/150469.","Mitchell EA","Emerg Infect Dis","2016","2016/01/27","PMC4734531","","10.3201/eid2202/150469"
"26811918","Invasive Group A Streptococcus Infection among Children, Rural Kenya","Seale AC, Davies MR, Anampiu K, Morpeth SC, Nyongesa S, Mwarumba S, Smeesters PR, Efstratiou A, Karugutu R, Mturi N, Williams TN, Scott JA, Kariuki S, Dougan G, Berkley JA.","Emerg Infect Dis. 2016 Feb;22(2):224-32. doi: 10.3201/eid2202.151358.","Seale AC","Emerg Infect Dis","2016","2016/01/27","PMC4734542","","10.3201/eid2202.151358"
"26760778","Molecular Characterization of Invasive Streptococcus dysgalactiae subsp. equisimilis, Japan","Wajima T, Morozumi M, Hanada S, Sunaoshi K, Chiba N, Iwata S, Ubukata K.","Emerg Infect Dis. 2016 Feb;22(2):247-54. doi: 10.3201/eid2202.141732.","Wajima T","Emerg Infect Dis","2016","2016/01/14","PMC4734521","","10.3201/eid2202.141732"
"26692504","Legionnaires' Disease in South Africa, 2012-2014","Wolter N, Carrim M, Cohen C, Tempia S, Walaza S, Sahr P, de Gouveia L, Treurnicht F, Hellferscee O, Cohen AL, Benitez AJ, Dawood H, Variava E, Winchell JM, von Gottberg A.","Emerg Infect Dis. 2016 Jan;22(1):131-3. doi: 10.3201/eid2201.150972.","Wolter N","Emerg Infect Dis","2016","2015/12/23","PMC4696697","","10.3201/eid2201.150972"
"26692385","Rift Valley Fever Virus among Wild Ruminants, Etosha National Park, Namibia, 2011","Capobianco Dondona A, Aschenborn O, Pinoni C, Di Gialleonardo L, Maseke A, Bortone G, Polci A, Scacchia M, Molini U, Monaco F.","Emerg Infect Dis. 2016 Jan;22(1):128-30. doi: 10.3201/eid2201.150725.","Capobianco Dondona A","Emerg Infect Dis","2016","2015/12/23","PMC4696689","","10.3201/eid2201.150725"
"26692336","Human Papillomavirus Prevalence and Herd Immunity after Introduction of Vaccination Program, Scotland, 2009-2013","Cameron RL, Kavanagh K, Pan J, Love J, Cuschieri K, Robertson C, Ahmed S, Palmer T, Pollock KG.","Emerg Infect Dis. 2016 Jan;22(1):56-64. doi: 10.3201/eid2201.150736.","Cameron RL","Emerg Infect Dis","2016","2015/12/23","PMC4696690","","10.3201/eid2201.150736"
"26692252","Factors Related to Fetal Death in Pregnant Women with Cholera, Haiti, 2011-2014","Schillberg E, Ariti C, Bryson L, Delva-Senat R, Price D, GrandPierre R, Lenglet A.","Emerg Infect Dis. 2016 Jan;22(1):124-7. doi: 10.3201/eid2201.151078.","Schillberg E","Emerg Infect Dis","2016","2015/12/23","PMC4696702","","10.3201/eid2201.151078"
"26692074","Hemagglutinin Gene Clade 3C.2a Influenza A(H3N2) Viruses, Alachua County, Florida, USA, 2014-15","Lednicky JA, Iovine NM, Brew J, Loeb JC, Sugimoto JD, Rand KH, Morris JG Jr.","Emerg Infect Dis. 2016 Jan;22(1):121-3. doi: 10.3201/2201.151019.","Lednicky JA","Emerg Infect Dis","2016","2015/12/23","PMC4696699","","10.3201/2201.151019"
"26691688","Asymptomatic Lymphogranuloma Venereum in Men who Have Sex with Men, United Kingdom","Saxon C, Hughes G, Ison C; UK LGV Case-Finding Group.","Emerg Infect Dis. 2016 Jan;22(1):112-116. doi: 10.3201/EID2201.141867.","Saxon C","Emerg Infect Dis","2016","2015/12/23","PMC4696683","","10.3201/EID2201.141867"
"26691200","Variations in Spike Glycoprotein Gene of MERS-CoV, South Korea, 2015","Kim DW, Kim YJ, Park SH, Yun MR, Yang JS, Kang HJ, Han YW, Lee HS, Kim HM, Kim H, Kim AR, Heo DR, Kim SJ, Jeon JH, Park D, Kim JA, Cheong HM, Nam JG, Kim K, Kim SS.","Emerg Infect Dis. 2016 Jan;22(1):100-4. doi: 10.3201/eid2201.151055.","Kim DW","Emerg Infect Dis","2016","2015/12/23","PMC4696701","","10.3201/eid2201.151055"
"26690661","Anticipated Negative Responses by Students to Possible Ebola Virus Outbreak, Guangzhou, China","Lau JT, Wang Z, Kim Y, Gu J, Wu AM, Zhou Q, Hao C, Cheng P, Hao Y.","Emerg Infect Dis. 2016 Jan;22(1):154-6. doi: 10.3201/eid2201.150898.","Lau JT","Emerg Infect Dis","2016","2015/12/23","PMC4696696","","10.3201/eid2201.150898"
"26690042","Ebola Virus Disease Complicated by Late-Onset Encephalitis and Polyarthritis, Sierra Leone","Howlett P, Brown C, Helderman T, Brooks T, Lisk D, Deen G, Solbrig M, Lado M.","Emerg Infect Dis. 2016 Jan;22(1):150-2. doi: 10.3201/eid2201.151212.","Howlett P","Emerg Infect Dis","2016","2015/12/23","PMC4696703","","10.3201/eid2201.151212"
"26689632","Measles Outbreak among Adults, Northeastern China, 2014","Zhang MX, Ai JW, Li Y, Zhang BY, Zhang WH.","Emerg Infect Dis. 2016 Jan;22(1):144-6. doi: 10.3201/eid2201.151293.","Zhang MX","Emerg Infect Dis","2016","2015/12/23","PMC4696708","","10.3201/eid2201.151293"
"26689114","Decline in Decreased Cephalosporin Susceptibility and Increase in Azithromycin Resistance in Neisseria gonorrhoeae, Canada","Martin I, Sawatzky P, Liu G, Allen V, Lefebvre B, Hoang L, Drews S, Horsman G, Wylie J, Haldane D, Garceau R, Ratnam S, Wong T, Archibald C, Mulvey MR.","Emerg Infect Dis. 2016 Jan;22(1):65-7. doi: 10.3201/eid2201.151247.","Martin I","Emerg Infect Dis","2016","2015/12/23","PMC4696705","","10.3201/eid2201.151247"
"26673906","Widespread Bat White-Nose Syndrome Fungus, Northeastern China","Hoyt JR, Sun K, Parise KL, Lu G, Langwig KE, Jiang T, Yang S, Frick WF, Kilpatrick AM, Foster JT, Feng J.","Emerg Infect Dis. 2016 Jan;22(1):140-2. doi: 10.3201/eid2201.151314.","Hoyt JR","Emerg Infect Dis","2016","2015/12/18","PMC4698868","","10.3201/eid2201.151314"
