PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"11747743","Malaria in illegal Chinese immigrants, Italy","Matteelli A, Volonterio A, Gulletta M, Galimberti L, Maroccolo S, Gaiera G, Giani G, Rossi M, Dorigoni N, Bellina L, Orlando G, Bisoffi Z, Castelli F.","Emerg Infect Dis. 2001 Nov-Dec;7(6):1055-8. doi: 10.3201/eid0706.010628.","Matteelli A","Emerg Infect Dis","2001","2001/12/19","PMC2631896","","10.3201/eid0706.010628"
"11747742","Rift Valley fever outbreak, Mauritania, 1998: seroepidemiologic, virologic, entomologic, and zoologic investigations","Nabeth P, Kane Y, Abdalahi MO, Diallo M, Ndiaye K, Ba K, Schneegans F, Sall AA, Mathiot C.","Emerg Infect Dis. 2001 Nov-Dec;7(6):1052-4. doi: 10.3201/eid0706.010627.","Nabeth P","Emerg Infect Dis","2001","2001/12/19","PMC2631907","","10.3201/eid0706.010627"
"11747741","Contact with farming environment as a major risk factor for Shiga toxin (Vero cytotoxin)-producing Escherichia coli O157 infection in humans","O'Brien SJ, Adak GK, Gilham C.","Emerg Infect Dis. 2001 Nov-Dec;7(6):1049-51. doi: 10.3201/eid0706.010626.","O'Brien SJ","Emerg Infect Dis","2001","2001/12/19","PMC2631906","","10.3201/eid0706.010626"
"11747740","A multistate outbreak of Salmonella enterica serotype Baildon associated with domestic raw tomatoes","Cummings K, Barrett E, Mohle-Boetani JC, Brooks JT, Farrar J, Hunt T, Fiore A, Komatsu K, Werner SB, Slutsker L.","Emerg Infect Dis. 2001 Nov-Dec;7(6):1046-8. doi: 10.3201/eid0706.010625.","Cummings K","Emerg Infect Dis","2001","2001/12/19","PMC2631895","","10.3201/eid0706.010625"
"11747739","Catheter-related bacteremia due to Streptomyces in a patient receiving holistic infusions","Carey J, Motyl M, Perlman DC.","Emerg Infect Dis. 2001 Nov-Dec;7(6):1043-5. doi: 10.3201/eid0706.010624.","Carey J","Emerg Infect Dis","2001","2001/12/19","PMC2631926","","10.3201/eid0706.010624"
"11747736","Community-acquired Acinetobacter radioresistens bacteremia in an HIV-positive patient","Visca P, Petrucca A, De Mori P, Festa A, Boumis E, Antinori A, Petrosillo N.","Emerg Infect Dis. 2001 Nov-Dec;7(6):1032-5. doi: 10.3201/eid0706.010621.","Visca P","Emerg Infect Dis","2001","2001/12/19","PMC2631918","","10.3201/eid0706.010621"
"11747735","Absence of high-level vancomycin resistance in enterococci isolated from meat-processing facilities","Bodnaruk PW, Krakar PJ, Tompkin RB.","Emerg Infect Dis. 2001 Nov-Dec;7(6):1030-1. doi: 10.3201/eid0706.010620.","Bodnaruk PW","Emerg Infect Dis","2001","2001/12/19","PMC2631922","","10.3201/eid0706.010620"
"11747732","Vector competence of selected North American Culex and Coquillettidia mosquitoes for West Nile virus","Sardelis MR, Turell MJ, Dohm DJ, O'Guinn ML.","Emerg Infect Dis. 2001 Nov-Dec;7(6):1018-22. doi: 10.3201/eid0706.010617.","Sardelis MR","Emerg Infect Dis","2001","2001/12/19","PMC2631924","","10.3201/eid0706.010617"
"11747731","Detection and identification of spotted fever group Rickettsiae and Ehrlichiae in African ticks","Parola P, Inokuma H, Camicas JL, Brouqui P, Raoult D.","Emerg Infect Dis. 2001 Nov-Dec;7(6):1014-7. doi: 10.3201/eid0706.010616.","Parola P","Emerg Infect Dis","2001","2001/12/19","PMC2631901","","10.3201/eid0706.010616"
"11747730","rpoB Gene mutations in rifampin-resistant Mycobacterium tuberculosis identified by polymerase chain reaction single-stranded conformational polymorphism","Bobadilla-del-Valle M, Ponce-de-Leon A, Arenas-Huertero C, Vargas-Alarcon G, Kato-Maeda M, Small PM, Couary P, Ruiz-Palacios GM, Sifuentes-Osornio J.","Emerg Infect Dis. 2001 Nov-Dec;7(6):1010-3. doi: 10.3201/eid0706.010615.","Bobadilla-del-Valle M","Emerg Infect Dis","2001","2001/12/19","PMC2631921","","10.3201/eid0706.010615"
"11747726","The changing epidemiology of leptospirosis in Israel","Kariv R, Klempfner R, Barnea A, Sidi Y, Schwartz E.","Emerg Infect Dis. 2001 Nov-Dec;7(6):990-2. doi: 10.3201/eid0706.010611.","Kariv R","Emerg Infect Dis","2001","2001/12/19","PMC2631920","","10.3201/eid0706.010611"
"11747722","Modeling potential responses to smallpox as a bioterrorist weapon","Meltzer MI, Damon I, LeDuc JW, Millar JD.","Emerg Infect Dis. 2001 Nov-Dec;7(6):959-69. doi: 10.3201/eid0706.010607.","Meltzer MI","Emerg Infect Dis","2001","2001/12/19","PMC2631899","","10.3201/eid0706.010607"
"11747720","Advanced age a risk factor for illness temporally associated with yellow fever vaccination","Martin M, Weld LH, Tsai TF, Mootrey GT, Chen RT, Niu M, Cetron MS; GeoSentinel Yellow Fever Working Group1.","Emerg Infect Dis. 2001 Nov-Dec;7(6):945-951. doi: 10.3201/eid0706.010605.","Martin M","Emerg Infect Dis","2001","2001/12/19","PMC2631902","","10.3201/eid0706.010605"
"11747709","Wind-blown mosquitoes and introduction of Japanese encephalitis into Australia","Ritchie SA, Rochester W.","Emerg Infect Dis. 2001 Sep-Oct;7(5):900-3. doi: 10.3201/eid0705.017524.","Ritchie SA","Emerg Infect Dis","2001","2001/12/19","PMC2631883","","10.3201/eid0705.017524"
"11747705","First epidemic of echovirus 16 meningitis in Cuba","Sarmiento L, Mas P, Goyenechea A, Palomera R, Morier L, Capó V, Quintana I, Santin M.","Emerg Infect Dis. 2001 Sep-Oct;7(5):887-9. doi: 10.3201/eid0705.017520.","Sarmiento L","Emerg Infect Dis","2001","2001/12/19","PMC2631890","","10.3201/eid0705.017520"
"11747703","Mycobacterium tuberculosis Beijing genotype strains associated with febrile response to treatment","van Crevel R, Nelwan RH, de Lenne W, Veeraragu Y, van der Zanden AG, Amin Z, van der Meer JW, van Soolingen D.","Emerg Infect Dis. 2001 Sep-Oct;7(5):880-3. doi: 10.3201/eid0705.017518.","van Crevel R","Emerg Infect Dis","2001","2001/12/19","PMC2631862","","10.3201/eid0705.017518"
"11747700","Rapid emergence of ciprofloxacin-resistant enterobacteriaceae containing multiple gentamicin resistance-associated integrons in a Dutch hospital","van Belkum A, Goessens W, van der Schee C, Lemmens-den Toom N, Vos MC, Cornelissen J, Lugtenburg E, de Marie S, Verbrugh H, Löwenberg B, Endtz H.","Emerg Infect Dis. 2001 Sep-Oct;7(5):862-71. doi: 10.3201/eid0705.017515.","van Belkum A","Emerg Infect Dis","2001","2001/12/19","PMC2631872","","10.3201/eid0705.017515"
"11747699","Multidrug-resistant tuberculosis in prison inmates, Azerbaijan","Pfyffer GE, Strässle A, van Gorkum T, Portaels F, Rigouts L, Mathieu C, Mirzoyev F, Traore H, van Embden JD.","Emerg Infect Dis. 2001 Sep-Oct;7(5):855-61. doi: 10.3201/eid0705.017514.","Pfyffer GE","Emerg Infect Dis","2001","2001/12/19","PMC2631864","","10.3201/eid0705.017514"
"11747696","Epidemiology of and surveillance for postpartum infections","Yokoe DS, Christiansen CL, Johnson R, Sands KE, Livingston J, Shtatland ES, Platt R.","Emerg Infect Dis. 2001 Sep-Oct;7(5):837-41. doi: 10.3201/eid0705.010511.","Yokoe DS","Emerg Infect Dis","2001","2001/12/19","PMC2631873","","10.3201/eid0705.010511"
"11747693","Factors contributing to the emergence of Escherichia coli O157 in Africa","Effler E, Isaäcson M, Arntzen L, Heenan R, Canter P, Barrett T, Lee L, Mambo C, Levine W, Zaidi A, Griffin PM.","Emerg Infect Dis. 2001 Sep-Oct;7(5):812-9. doi: 10.3201/eid0705.017507.","Effler E","Emerg Infect Dis","2001","2001/12/19","PMC2631888","","10.3201/eid0705.017507"
"11747691","Cost-effectiveness of a potential vaccine for Coccidioides immitis","Barnato AE, Sanders GD, Owens DK.","Emerg Infect Dis. 2001 Sep-Oct;7(5):797-806. doi: 10.3201/eid0705.010505.","Barnato AE","Emerg Infect Dis","2001","2001/12/19","PMC2631863","","10.3201/eid0705.010505"
"11747690","Emerging infectious diseases in an island ecosystem: the New Zealand perspective","Crump JA, Murdoch DR, Baker MG.","Emerg Infect Dis. 2001 Sep-Oct;7(5):767-72. doi: 10.3201/eid0705.017501.","Crump JA","Emerg Infect Dis","2001","2001/12/19","PMC2631882","","10.3201/eid0705.017501"
"11747689","Changing epidemiology of Q fever in Germany, 1947-1999","Hellenbrand W, Breuer T, Petersen L.","Emerg Infect Dis. 2001 Sep-Oct;7(5):789-96. doi: 10.3201/eid0705.010504.","Hellenbrand W","Emerg Infect Dis","2001","2001/12/19","PMC2631891","","10.3201/eid0705.010504"
"11592255","Comparative West Nile virus detection in organs of naturally infected American Crows (Corvus brachyrhynchos)","Panella NA, Kerst AJ, Lanciotti RS, Bryant P, Wolf B, Komar N.","Emerg Infect Dis. 2001 Jul-Aug;7(4):754-5. doi: 10.3201/eid0704.010430.","Panella NA","Emerg Infect Dis","2001","2001/10/11","PMC2631762","","10.3201/eid0704.010430"
"11585550","Enteric fever treatment failures: a global concern","Chandel DS, Chaudhry R.","Emerg Infect Dis. 2001 Jul-Aug;7(4):762-3. doi: 10.3201/eid0704.010436.","Chandel DS","Emerg Infect Dis","2001","2001/10/05","PMC2631766","","10.3201/eid0704.010436"
"11585548","Integrated mosquito management: no new thing","Rupp HR.","Emerg Infect Dis. 2001 Jul-Aug;7(4):761-2. doi: 10.3201/eid0704.010434.","Rupp HR","Emerg Infect Dis","2001","2001/10/05","PMC2631752","","10.3201/eid0704.010434"
"11585542","West Nile virus in overwintering Culex mosquitoes, New York City, 2000","Nasci RS, Savage HM, White DJ, Miller JR, Cropp BC, Godsey MS, Kerst AJ, Bennett P, Gottfried K, Lanciotti RS.","Emerg Infect Dis. 2001 Jul-Aug;7(4):742-4. doi: 10.3201/eid0704.010426.","Nasci RS","Emerg Infect Dis","2001","2001/10/05","PMC2631767","","10.3201/eid0704.010426"
"11585535","The relationships between West Nile and Kunjin viruses","Scherret JH, Poidinger M, Mackenzie JS, Broom AK, Deubel V, Lipkin WI, Briese T, Gould EA, Hall RA.","Emerg Infect Dis. 2001 Jul-Aug;7(4):697-705. doi: 10.3201/eid0704.010418.","Scherret JH","Emerg Infect Dis","2001","2001/10/05","PMC2631745","","10.3201/eid0704.010418"
"11585532","West Nile virus infection in birds and mosquitoes, New York State, 2000","Bernard KA, Maffei JG, Jones SA, Kauffman EB, Ebel G, Dupuis AP 2nd, Ngo KA, Nicholas DC, Young DM, Shi PY, Kulasekera VL, Eidson M, White DJ, Stone WB, Kramer LD; NY State West Nile Virus Surveillance Team.","Emerg Infect Dis. 2001 Jul-Aug;7(4):679-85. doi: 10.3201/eid0704.010415.","Bernard KA","Emerg Infect Dis","2001","2001/10/05","PMC2631772","","10.3201/eid0704.010415"
"11585530","Mosquito surveillance for West Nile virus in Connecticut, 2000: isolation from Culex pipiens, Cx. restuans, Cx. salinarius, and Culiseta melanura","Andreadis TG, Anderson JF, Vossbrinck CR.","Emerg Infect Dis. 2001 Jul-Aug;7(4):670-4. doi: 10.3201/eid0704.010413.","Andreadis TG","Emerg Infect Dis","2001","2001/10/05","PMC2631746","","10.3201/eid0704.010413"
"11485682","Afterthoughts about bovine spongiform encephalopathy and variant Creutzfeldt-Jakob disease","Brown P.","Emerg Infect Dis. 2001;7(3 Suppl):598-600. doi: 10.3201/eid0707.010744.","Brown P","Emerg Infect Dis","2001","2001/08/04","PMC2631827","","10.3201/eid0707.010744"
"11485681","Measles outbreak in a community with very low vaccine coverage, the Netherlands","van den Hof S, Meffre CM, Conyn-van Spaendonck MA, Woonink F, de Melker HE, van Binnendijk RS.","Emerg Infect Dis. 2001;7(3 Suppl):593-7. doi: 10.3201/eid0707.010743.","van den Hof S","Emerg Infect Dis","2001","2001/08/04","PMC2631830","","10.3201/eid0707.010743"
"11485679","Cholera outbreak in southern Tanzania: risk factors and patterns of transmission","Acosta CJ, Galindo CM, Kimario J, Senkoro K, Urassa H, Casals C, Corachán M, Eseko N, Tanner M, Mshinda H, Lwilla F, Vila J, Alonso PL.","Emerg Infect Dis. 2001;7(3 Suppl):583-7. doi: 10.3201/eid0707.010741.","Acosta CJ","Emerg Infect Dis","2001","2001/08/04","PMC2631835","","10.3201/eid0707.010741"
"11485677","Tuberculosis in North Carolina: trends across two decades, 1980-1999","Salihu HM, Naik E, O'Brien WF, Dagne G, Ratard R, Mason T.","Emerg Infect Dis. 2001;7(3 Suppl):570-4. doi: 10.3201/eid0707.010739.","Salihu HM","Emerg Infect Dis","2001","2001/08/04","PMC2631844","","10.3201/eid0707.010739"
"11485668","Migrating populations--a closer view of who, why, and so what","Cookson ST, Carballo M, Nolan CM, Keystone JS, Jong EC.","Emerg Infect Dis. 2001;7(3 Suppl):551. doi: 10.3201/eid0707.017730.","Cookson ST","Emerg Infect Dis","2001","2001/08/04","PMC2631854","","10.3201/eid0707.017730"
"11485667","GIDEON: a computer program for diagnosis, simulation, and informatics in the fields of geographic medicine and emerging diseases","Berger SA.","Emerg Infect Dis. 2001;7(3 Suppl):550. doi: 10.3201/eid0707.017729.","Berger SA","Emerg Infect Dis","2001","2001/08/04","PMC2631828","","10.3201/eid0707.017729"
"11485663","Malaria","Teklehaimanot A, Keusch G, Binder S.","Emerg Infect Dis. 2001;7(3 Suppl):546-7. doi: 10.3201/eid0707.017725.","Teklehaimanot A","Emerg Infect Dis","2001","2001/08/04","PMC2631846","","10.3201/eid0707.017725"
"11485652","Injection safety","Luby S.","Emerg Infect Dis. 2001;7(3 Suppl):535. doi: 10.3201/eid0707.017714.","Luby S","Emerg Infect Dis","2001","2001/08/04","PMC2631824","","10.3201/eid0707.017714"
"11485650","Teaming up to prevent foodborne disease","Liang AP, Koopmans M, Doyle MP, Bernard DT, Brewer CE.","Emerg Infect Dis. 2001;7(3 Suppl):533-4. doi: 10.3201/eid0707.017712.","Liang AP","Emerg Infect Dis","2001","2001/08/04","PMC2631829","","10.3201/eid0707.017712"
"11485643","Antibacterial household products: cause for concern","Levy SB.","Emerg Infect Dis. 2001;7(3 Suppl):512-5. doi: 10.3201/eid0707.017705.","Levy SB","Emerg Infect Dis","2001","2001/08/04","PMC2631814","","10.3201/eid0707.017705"
"11485640","Emerging infectious diseases: a CDC perspective","Hughes JM.","Emerg Infect Dis. 2001;7(3 Suppl):494-6. doi: 10.3201/eid0707.017702.","Hughes JM","Emerg Infect Dis","2001","2001/08/04","PMC2631822","","10.3201/eid0707.017702"
"11485639","Proceeding of the International Conference on Emerging Infectious Diseases 2000. Atlanta, Georgia, USA","","Emerg Infect Dis. 2001;7(3 Suppl):493-564. doi: 10.3201/eid0707.010701.","","Emerg Infect Dis","2001","2001/08/04","PMC2631825","","10.3201/eid0707.010701"
"11384543","Proper nomenclature for the human granulocytic ehrlichiosis agent","Bakken JS, Dumler JS.","Emerg Infect Dis. 2001 May-Jun;7(3):486. doi: 10.3201/eid0703.010333.","Bakken JS","Emerg Infect Dis","2001","2001/06/01","PMC2631780","","10.3201/eid0703.010333"
"11384541","Jungle yellow fever, Rio de Janeiro","Filippis AM, Schatzmayr HG, Nicolai C, Baran M, Miagostovich MP, Sequeira PC, Nogueira RM.","Emerg Infect Dis. 2001 May-Jun;7(3):484-5. doi: 10.3201/eid0703.010331.","Filippis AM","Emerg Infect Dis","2001","2001/06/01","PMC2631810","","10.3201/eid0703.010331"
"11384540","Mycobacterium tuberculosis isolates of Beijing genotype in Thailand","Prodinger WM, Bunyaratvej P, Prachaktam R, Pavlic M.","Emerg Infect Dis. 2001 May-Jun;7(3):483-4. doi: 10.3201/eid0703.010330.","Prodinger WM","Emerg Infect Dis","2001","2001/06/01","PMC2631800","","10.3201/eid0703.010330"
"11384539","Hantavirus seroconversion of wild-caught Peromyscus during quarantine","Camaioni M, Botten J, Hjelle B, Loew SS.","Emerg Infect Dis. 2001 May-Jun;7(3):482-3. doi: 10.3201/eid0703.010329.","Camaioni M","Emerg Infect Dis","2001","2001/06/01","PMC2631788","","10.3201/eid0703.010329"
"11384538","High prevalence of Sin Nombre virus in rodent populations, central Utah: a consequence of human disturbance?","Mackelprang R, Dearing MD, St Jeor S.","Emerg Infect Dis. 2001 May-Jun;7(3):480-2. doi: 10.3201/eid0703.010328.","Mackelprang R","Emerg Infect Dis","2001","2001/06/01","PMC2631778","","10.3201/eid0703.010328"
"11384537","Characterization of a human granulocytic ehrlichiosis-like agent from Ixodes scapularis, Ontario, Canada","Drebot MA, Lindsay R, Barker IK, Artsob H.","Emerg Infect Dis. 2001 May-Jun;7(3):479-80. doi: 10.3201/eid0703.010327.","Drebot MA","Emerg Infect Dis","2001","2001/06/01","PMC2631786","","10.3201/eid0703.010327"
"11384528","Presence of class I integrons in multidrug-resistant, low-prevalence Salmonella serotypes, Italy","Nastasi A, Mammina C.","Emerg Infect Dis. 2001 May-Jun;7(3):455-8. doi: 10.3201/eid0703.010318.","Nastasi A","Emerg Infect Dis","2001","2001/06/01","PMC2631799","","10.3201/eid0703.010318"
"11384524","Expanding drug resistance through integron acquisition by IncFI plasmids of Salmonella enterica Typhimurium","Carattoli A, Villa L, Pezzella C, Bordi E, Visca P.","Emerg Infect Dis. 2001 May-Jun;7(3):444-7. doi: 10.3201/eid0703.010314.","Carattoli A","Emerg Infect Dis","2001","2001/06/01","PMC2631783","","10.3201/eid0703.010314"
"11384520","Melioidosis: an emerging infection in Taiwan?","Hsueh PR, Teng LJ, Lee LN, Yu CJ, Yang PC, Ho SW, Luh KT.","Emerg Infect Dis. 2001 May-Jun;7(3):428-33. doi: 10.3201/eid0703.010310.","Hsueh PR","Emerg Infect Dis","2001","2001/06/01","PMC2631793","","10.3201/eid0703.010310"
"11384518","Goat-associated Q fever: a new disease in Newfoundland","Hatchette TF, Hudson RC, Schlech WF, Campbell NA, Hatchette JE, Ratnam S, Raoult D, Donovan C, Marrie TJ.","Emerg Infect Dis. 2001 May-Jun;7(3):413-9. doi: 10.3201/eid0703.010308.","Hatchette TF","Emerg Infect Dis","2001","2001/06/01","PMC2631794","","10.3201/eid0703.010308"
"11294736","Emerging mechanisms of fluoroquinolone resistance","Hooper DC.","Emerg Infect Dis. 2001 Mar-Apr;7(2):337-41. doi: 10.3201/eid0702.010239.","Hooper DC","Emerg Infect Dis","2001","2001/04/11","PMC2631735","","10.3201/eid0702.010239"
"11294734","Increasing resistance to vancomycin and other glycopeptides in Staphylococcus aureus","Tenover FC, Biddle JW, Lancaster MV.","Emerg Infect Dis. 2001 Mar-Apr;7(2):327-32. doi: 10.3201/eid0702.010237.","Tenover FC","Emerg Infect Dis","2001","2001/04/11","PMC2631729","","10.3201/eid0702.010237"
"11294733","Molecular epidemiology of methicillin-resistant Staphylococcus aureus","Shopsin B, Kreiswirth BN.","Emerg Infect Dis. 2001 Mar-Apr;7(2):323-6. doi: 10.3201/eid0702.010236.","Shopsin B","Emerg Infect Dis","2001","2001/04/11","PMC2631714","","10.3201/eid0702.010236"
"11294730","New technology for detecting multidrug-resistant pathogens in the clinical microbiology laboratory","Peterson LR, Noskin GA.","Emerg Infect Dis. 2001 Mar-Apr;7(2):306-11. doi: 10.3201/eid0702.010233.","Peterson LR","Emerg Infect Dis","2001","2001/04/11","PMC2631739","","10.3201/eid0702.010233"
"11294729","Clinical microbiology in developing countries","Archibald LK, Reller LB.","Emerg Infect Dis. 2001 Mar-Apr;7(2):302-5. doi: 10.3201/eid0702.010232.","Archibald LK","Emerg Infect Dis","2001","2001/04/11","PMC2631738","","10.3201/eid0702.010232"
"11294724","Applying economic principles to health care","Scott RD 2nd, Solomon SL, McGowan JE Jr.","Emerg Infect Dis. 2001 Mar-Apr;7(2):282-5. doi: 10.3201/eid0702.010227.","Scott RD 2nd","Emerg Infect Dis","2001","2001/04/11","PMC2631712","","10.3201/eid0702.010227"
"11294723","Biofilms and device-associated infections","Donlan RM.","Emerg Infect Dis. 2001 Mar-Apr;7(2):277-81. doi: 10.3201/eid0702.010226.","Donlan RM","Emerg Infect Dis","2001","2001/04/11","PMC2631701","","10.3201/eid0702.010226"
"11294722","Emerging waterborne infections in health-care settings","Emmerson AM.","Emerg Infect Dis. 2001 Mar-Apr;7(2):272-6. doi: 10.3201/eid0702.010225.","Emmerson AM","Emerg Infect Dis","2001","2001/04/11","PMC2631710","","10.3201/eid0702.010225"
"11294713","Antiseptic technology: access, affordability, and acceptance","Boyce JM.","Emerg Infect Dis. 2001 Mar-Apr;7(2):231-3. doi: 10.3201/eid0702.010216.","Boyce JM","Emerg Infect Dis","2001","2001/04/11","PMC2631717","","10.3201/eid0702.010216"
"11294708","Infection control in home care","Rhinehart E.","Emerg Infect Dis. 2001 Mar-Apr;7(2):208-11. doi: 10.3201/eid0702.010211.","Rhinehart E","Emerg Infect Dis","2001","2001/04/11","PMC2631734","","10.3201/eid0702.010211"
"11294705","New technologies to prevent intravascular catheter-related bloodstream infections","Mermel LA.","Emerg Infect Dis. 2001 Mar-Apr;7(2):197-9. doi: 10.3201/eid0702.010208.","Mermel LA","Emerg Infect Dis","2001","2001/04/11","PMC2631731","","10.3201/eid0702.010208"
"11294704","Impact of hospital care on incidence of bloodstream infection: the evaluation of processes and indicators in infection control study","Kritchevsky SB, Braun BI, Wong ES, Solomon SL, Steele L, Richards C, Simmons BP.","Emerg Infect Dis. 2001 Mar-Apr;7(2):193-6. doi: 10.3201/eid0702.010207.","Kritchevsky SB","Emerg Infect Dis","2001","2001/04/11","PMC2631716","","10.3201/eid0702.010207"
"11294701","The changing epidemiology of Staphylococcus aureus?","Chambers HF.","Emerg Infect Dis. 2001 Mar-Apr;7(2):178-82. doi: 10.3201/eid0702.010204.","Chambers HF","Emerg Infect Dis","2001","2001/04/11","PMC2631711","","10.3201/eid0702.010204"
"11294700","The impact of hospital-acquired bloodstream infections","Wenzel RP, Edmond MB.","Emerg Infect Dis. 2001 Mar-Apr;7(2):174-7. doi: 10.3201/eid0702.010203.","Wenzel RP","Emerg Infect Dis","2001","2001/04/11","PMC2631709","","10.3201/eid0702.010203"
"11266311","High-level ciprofloxacin resistance in Neisseria gonorrhoeae: first report from Israel","Dan M, Poch F, Shpitz D, Sheinberg B.","Emerg Infect Dis. 2001 Jan-Feb;7(1):158-9. doi: 10.3201/eid0701.010126.","Dan M","Emerg Infect Dis","2001","2001/03/27","PMC2631678","","10.3201/eid0701.010126"
"11266307","Pathologic studies of fatal cases in outbreak of hand, foot, and mouth disease, Taiwan","Shieh WJ, Jung SM, Hsueh C, Kuo TT, Mounts A, Parashar U, Yang CF, Guarner J, Ksiazek TG, Dawson J, Goldsmith C, Chang GJ, Oberste SM, Pallansch MA, Anderson LJ, Zaki SR.","Emerg Infect Dis. 2001 Jan-Feb;7(1):146-8. doi: 10.3201/eid0701.700146.","Shieh WJ","Emerg Infect Dis","2001","2001/03/27","PMC2631691","","10.3201/eid0701.700146"
"11266298","Gastroenteritis in sentinel general practices,The Netherlands","de Wit MA, Koopmans MP, Kortbeek LM, van Leeuwen NJ, Bartelds AI, van Duynhoven YT.","Emerg Infect Dis. 2001 Jan-Feb;7(1):82-91. doi: 10.3201/eid0701.010113.","de Wit MA","Emerg Infect Dis","2001","2001/03/27","PMC2631671","","10.3201/eid0701.010113"
"11266297","A flea-associated Rickettsia pathogenic for humans","Raoult D, La Scola B, Enea M, Fournier PE, Roux V, Fenollar F, Galvao MA, de Lamballerie X.","Emerg Infect Dis. 2001 Jan-Feb;7(1):73-81. doi: 10.3201/eid0701.010112.","Raoult D","Emerg Infect Dis","2001","2001/03/27","PMC2631683","","10.3201/eid0701.010112"
"11202974","Fecal colonization with vancomycin-resistant enterococci in Australia","Padiglione AA, Grabsch EA, Olden D, Hellard M, Sinclair MI, Fairley CK, Grayson ML.","Emerg Infect Dis. 2000 Sep-Oct;6(5):534-6. doi: 10.3201/eid0605.000514.","Padiglione AA","Emerg Infect Dis","2000","2001/02/24","PMC2627949","","10.3201/eid0605.000514"
"11076720","Hantavirus pulmonary syndrome associated with Monongahela virus, Pennsylvania","Rhodes LV 3rd, Huang C, Sanchez AJ, Nichol ST, Zaki SR, Ksiazek TG, Humphreys JG, Freeman JJ, Knecht KR.","Emerg Infect Dis. 2000 Nov-Dec;6(6):616-21. doi: 10.3201/eid0606.000610.","Rhodes LV 3rd","Emerg Infect Dis","2000","2000/11/15","PMC2640920","","10.3201/eid0606.000610"
"11076717","Investigating disease outbreaks under a protocol to the biological and toxin weapons convention","Wheelis M.","Emerg Infect Dis. 2000 Nov-Dec;6(6):595-600. doi: 10.3201/eid0606.000607.","Wheelis M","Emerg Infect Dis","2000","2000/11/15","PMC2640916","","10.3201/eid0606.000607"
"11076714","Trends in antimicrobial-drug resistance in Japan","Arakawa Y, Ike Y, Nagasawa M, Shibata N, Doi Y, Shibayama K, Yagi T, Kurata T.","Emerg Infect Dis. 2000 Nov-Dec;6(6):572-5. doi: 10.3201/eid0606.000604.","Arakawa Y","Emerg Infect Dis","2000","2000/11/15","PMC2640928","","10.3201/eid0606.000604"
"10998391","Will avilamycin convert ziracine into zerocine?","Courvalin P.","Emerg Infect Dis. 2000 Sep-Oct;6(5):558. doi: 10.3201/eid0605.000521.","Courvalin P","Emerg Infect Dis","2000","2000/09/22","PMC2627959","","10.3201/eid0605.000521"
"10998384","Pertussis infection in fully vaccinated children in day-care centers, Israel","Srugo I, Benilevi D, Madeb R, Shapiro S, Shohat T, Somekh E, Rimmar Y, Gershtein V, Gershtein R, Marva E, Lahat N.","Emerg Infect Dis. 2000 Sep-Oct;6(5):526-9. doi: 10.3201/eid0605.000512.","Srugo I","Emerg Infect Dis","2000","2000/09/22","PMC2627963","","10.3201/eid0605.000512"
"10998377","Naturally occurring Ehrlichia chaffeensis infection in coyotes from Oklahoma","Kocan AA, Levesque GC, Whitworth LC, Murphy GL, Ewing SA, Barker RW.","Emerg Infect Dis. 2000 Sep-Oct;6(5):477-80. doi: 10.3201/eid0605.000505.","Kocan AA","Emerg Infect Dis","2000","2000/09/22","PMC2627953","","10.3201/eid0605.000505"
"10998376","Imported lassa fever in Germany: molecular characterization of a new lassa virus strain","Günther S, Emmerich P, Laue T, Kühle O, Asper M, Jung A, Grewing T, ter Meulen J, Schmitz H.","Emerg Infect Dis. 2000 Sep-Oct;6(5):466-76. doi: 10.3201/eid0605.000504.","Günther S","Emerg Infect Dis","2000","2000/09/22","PMC2627947","","10.3201/eid0605.000504"
"10939846","Carbapenem-resistant Pseudomonas aeruginosa with acquired bla(vim) metallo-beta-lactamase determinants, Italy","Rossolini GM, Riccio ML, Cornaglia G, Pagani L, Lagatolla C, Selan L, Fontana R.","Emerg Infect Dis. 2000 May-Jun;6(3):312-3. doi: 10.3201/eid0603.000314.","Rossolini GM","Emerg Infect Dis","2000","2000/08/12","PMC2640878","","10.3201/eid0603.000314"
"10905990","Changes in antimicrobial resistance in Salmonella enterica serovar typhimurium","Angulo FJ, Griffin PM.","Emerg Infect Dis. 2000 Jul-Aug;6(4):436-8. doi: 10.3201/eid0604.000429.","Angulo FJ","Emerg Infect Dis","2000","2000/07/25","PMC2640904","","10.3201/eid0604.000429"
"10905985","Gnathostomosis in fish from Tres Palos Lagoon, Guerrero, Mexico","León-Règagnon V, García-Prieto L, Osorio-Sarabia D, Jiménez-Ruiz A.","Emerg Infect Dis. 2000 Jul-Aug;6(4):429-30. doi: 10.3201/eid0604.000424.","León-Règagnon V","Emerg Infect Dis","2000","2000/07/25","PMC2640903","","10.3201/eid0604.000424"
"10905979","Borrelia burgdorferi and the causative agent of human granulocytic ehrlichiosis in deer ticks, Delaware","Curran KL, Kidd JB, Vassallo J, Van Meter VL.","Emerg Infect Dis. 2000 Jul-Aug;6(4):408-11. doi: 10.3201/eid0604.000417.","Curran KL","Emerg Infect Dis","2000","2000/07/25","PMC2640882","","10.3201/eid0604.000417"
